代码,简称,时间,周单位净值(元)
160706.OF,嘉实300,2007-05-18,1.4720
160706.OF,嘉实300,2007-05-25,1.5500
160706.OF,嘉实300,2007-06-01,1.4800
160706.OF,嘉实300,2007-06-08,1.4920
160706.OF,嘉实300,2007-06-15,1.5900
160706.OF,嘉实300,2007-06-22,1.5760
160706.OF,嘉实300,2007-06-29,1.4680
160706.OF,嘉实300,2007-07-06,1.4490
160706.OF,嘉实300,2007-07-13,1.4910
160706.OF,嘉实300,2007-07-20,1.5490
160706.OF,嘉实300,2007-07-27,1.6740
160706.OF,嘉实300,2007-08-03,1.7800
160706.OF,嘉实300,2007-08-10,1.6250
160706.OF,嘉实300,2007-08-17,1.5680
160706.OF,嘉实300,2007-08-24,1.3010
160706.OF,嘉实300,2007-08-31,1.3170
160706.OF,嘉实300,2007-09-07,1.3150
160706.OF,嘉实300,2007-09-14,1.3390
160706.OF,嘉实300,2007-09-21,1.3560
160706.OF,嘉实300,2007-09-28,1.3840
160706.OF,嘉实300,2007-10-05,1.3840
160706.OF,嘉实300,2007-10-12,1.4250
160706.OF,嘉实300,2007-10-19,1.3950
160706.OF,嘉实300,2007-10-26,1.3420
160706.OF,嘉实300,2007-11-02,1.3590
160706.OF,嘉实300,2007-11-09,1.2590
160706.OF,嘉实300,2007-11-16,1.2510
160706.OF,嘉实300,2007-11-23,1.2150
160706.OF,嘉实300,2007-11-30,1.1880
160706.OF,嘉实300,2007-12-07,1.2590
160706.OF,嘉实300,2007-12-14,1.2430
160706.OF,嘉实300,2007-12-21,1.2730
160706.OF,嘉实300,2007-12-28,1.3270
160706.OF,嘉实300,2008-01-04,1.3600
160706.OF,嘉实300,2008-01-11,1.4110
160706.OF,嘉实300,2008-01-18,1.3430
160706.OF,嘉实300,2008-01-25,1.2650
160706.OF,嘉实300,2008-02-01,1.1450
160706.OF,嘉实300,2008-02-08,1.2270
160706.OF,嘉实300,2008-02-15,1.2010
160706.OF,嘉实300,2008-02-22,1.1740
160706.OF,嘉实300,2008-02-29,1.1680
160706.OF,嘉实300,2008-03-07,1.1550
160706.OF,嘉实300,2008-03-14,1.0450
160706.OF,嘉实300,2008-03-21,1.0170
160706.OF,嘉实300,2008-03-28,0.9900
160706.OF,嘉实300,2008-04-04,0.9250
160706.OF,嘉实300,2008-04-11,0.9570
160706.OF,嘉实300,2008-04-18,0.8340
160706.OF,嘉实300,2008-04-25,0.9630
160706.OF,嘉实300,2008-05-02,1.0000
160706.OF,嘉实300,2008-05-09,0.9810
160706.OF,嘉实300,2008-05-16,0.9950
160706.OF,嘉实300,2008-05-23,0.9330
160706.OF,嘉实300,2008-05-30,0.9180
160706.OF,嘉实300,2008-06-06,0.8890
160706.OF,嘉实300,2008-06-13,0.7660
160706.OF,嘉实300,2008-06-20,0.7350
160706.OF,嘉实300,2008-06-27,0.7280
160706.OF,嘉实300,2008-07-04,0.7110
160706.OF,嘉实300,2008-07-11,0.7630
160706.OF,嘉实300,2008-07-18,0.7300
160706.OF,嘉实300,2008-07-25,0.7610
160706.OF,嘉实300,2008-08-01,0.7370
160706.OF,嘉实300,2008-08-08,0.6760
160706.OF,嘉实300,2008-08-15,0.6410
160706.OF,嘉实300,2008-08-22,0.6300
160706.OF,嘉实300,2008-08-29,0.6270
160706.OF,嘉实300,2008-09-05,0.5750
160706.OF,嘉实300,2008-09-12,0.5490
160706.OF,嘉实300,2008-09-19,0.5390
160706.OF,嘉实300,2008-09-26,0.5770
160706.OF,嘉实300,2008-10-10,0.4920
160706.OF,嘉实300,2008-10-17,0.4730
160706.OF,嘉实300,2008-10-24,0.4590
160706.OF,嘉实300,2008-10-31,0.4290
160706.OF,嘉实300,2008-11-07,0.4330
160706.OF,嘉实300,2008-11-14,0.5010
160706.OF,嘉实300,2008-11-21,0.4960
160706.OF,嘉实300,2008-11-28,0.4730
160706.OF,嘉实300,2008-12-05,0.5190
160706.OF,嘉实300,2008-12-12,0.5060
160706.OF,嘉实300,2008-12-19,0.5290
160706.OF,嘉实300,2008-12-26,0.4820
160706.OF,嘉实300,2009-01-02,0.4730
160706.OF,嘉实300,2009-01-09,0.4970
160706.OF,嘉实300,2009-01-16,0.5150
160706.OF,嘉实300,2009-01-23,0.5250
160706.OF,嘉实300,2009-02-06,0.5760
160706.OF,嘉实300,2009-02-13,0.6160
160706.OF,嘉实300,2009-02-20,0.6020
160706.OF,嘉实300,2009-02-27,0.5520
160706.OF,嘉实300,2009-03-06,0.5870
160706.OF,嘉实300,2009-03-13,0.5670
160706.OF,嘉实300,2009-03-20,0.6100
160706.OF,嘉实300,2009-03-27,0.6400
160706.OF,嘉实300,2009-04-03,0.6570
160706.OF,嘉实300,2009-04-10,0.6630
160706.OF,嘉实300,2009-04-17,0.6770
160706.OF,嘉实300,2009-04-24,0.6580
160706.OF,嘉实300,2009-05-01,0.6700
160706.OF,嘉实300,2009-05-08,0.7110
160706.OF,嘉实300,2009-05-15,0.7130
160706.OF,嘉实300,2009-05-22,0.7020
160706.OF,嘉实300,2009-05-29,0.7070
160706.OF,嘉实300,2009-06-05,0.7520
160706.OF,嘉实300,2009-06-12,0.7440
160706.OF,嘉实300,2009-06-19,0.7870
160706.OF,嘉实300,2009-06-26,0.7990
160706.OF,嘉实300,2009-07-03,0.8470
160706.OF,嘉实300,2009-07-10,0.8640
160706.OF,嘉实300,2009-07-17,0.8940
160706.OF,嘉实300,2009-07-24,0.9300
160706.OF,嘉实300,2009-07-31,0.9460
160706.OF,嘉实300,2009-08-07,0.9030
160706.OF,嘉实300,2009-08-14,0.8530
160706.OF,嘉实300,2009-08-21,0.8190
160706.OF,嘉实300,2009-08-28,0.7810
160706.OF,嘉实300,2009-09-04,0.7880
160706.OF,嘉实300,2009-09-11,0.8270
160706.OF,嘉实300,2009-09-18,0.8180
160706.OF,嘉实300,2009-09-25,0.7840
160706.OF,嘉实300,2009-10-02,0.7710
160706.OF,嘉实300,2009-10-09,0.8090
160706.OF,嘉实300,2009-10-16,0.8280
160706.OF,嘉实300,2009-10-23,0.8690
160706.OF,嘉实300,2009-10-30,0.8380
160706.OF,嘉实300,2009-11-06,0.8870
160706.OF,嘉实300,2009-11-13,0.8950
160706.OF,嘉实300,2009-11-20,0.9220
160706.OF,嘉实300,2009-11-27,0.8630
160706.OF,嘉实300,2009-12-04,0.9250
160706.OF,嘉实300,2009-12-11,0.9090
160706.OF,嘉实300,2009-12-18,0.8640
160706.OF,嘉实300,2009-12-25,0.8720
160706.OF,嘉实300,2009-12-31,0.9080
160716.OF,嘉实50,2009-12-31,1.0000
161607.OF,融通巨潮,2005-12-30,1.0120
161607.OF,融通巨潮,2006-01-06,1.0640
161607.OF,融通巨潮,2006-01-13,1.0480
161607.OF,融通巨潮,2006-01-20,1.0660
161607.OF,融通巨潮,2006-01-27,1.0900
161607.OF,融通巨潮,2006-02-10,1.0960
161607.OF,融通巨潮,2006-02-17,1.0480
161607.OF,融通巨潮,2006-02-24,1.0670
161607.OF,融通巨潮,2006-03-03,1.0740
161607.OF,融通巨潮,2006-03-10,1.0420
161607.OF,融通巨潮,2006-03-17,1.0550
161607.OF,融通巨潮,2006-03-24,1.0770
161607.OF,融通巨潮,2006-03-31,1.1060
161607.OF,融通巨潮,2006-04-07,1.0910
161607.OF,融通巨潮,2006-04-14,1.1000
161607.OF,融通巨潮,2006-04-21,1.0810
161607.OF,融通巨潮,2006-04-28,1.1100
161607.OF,融通巨潮,2006-05-12,1.2160
161607.OF,融通巨潮,2006-05-19,1.2170
161607.OF,融通巨潮,2006-05-26,1.1860
161607.OF,融通巨潮,2006-06-02,1.1170
161607.OF,融通巨潮,2006-06-09,1.0360
161607.OF,融通巨潮,2006-06-16,1.0570
161607.OF,融通巨潮,2006-06-23,1.0700
161607.OF,融通巨潮,2006-06-30,1.1120
161607.OF,融通巨潮,2006-07-07,1.0640
161607.OF,融通巨潮,2006-07-14,1.0230
161607.OF,融通巨潮,2006-07-21,1.0200
161607.OF,融通巨潮,2006-07-28,1.0070
161607.OF,融通巨潮,2006-08-04,0.9480
161607.OF,融通巨潮,2006-08-11,0.9690
161607.OF,融通巨潮,2006-08-18,0.9660
161607.OF,融通巨潮,2006-08-25,0.9850
161607.OF,融通巨潮,2006-09-01,0.9980
161607.OF,融通巨潮,2006-09-08,1.0100
161607.OF,融通巨潮,2006-09-15,1.0380
161607.OF,融通巨潮,2006-09-22,1.0470
161607.OF,融通巨潮,2006-09-29,1.0680
161607.OF,融通巨潮,2006-10-06,1.0680
161607.OF,融通巨潮,2006-10-13,1.0920
161607.OF,融通巨潮,2006-10-20,1.0340
161607.OF,融通巨潮,2006-10-27,1.0370
161607.OF,融通巨潮,2006-11-03,1.0710
161607.OF,融通巨潮,2006-11-10,1.1030
161607.OF,融通巨潮,2006-11-17,1.0980
161607.OF,融通巨潮,2006-11-24,1.1450
161607.OF,融通巨潮,2006-12-01,1.1890
161607.OF,融通巨潮,2006-12-08,1.1920
161607.OF,融通巨潮,2006-12-15,1.1760
161607.OF,融通巨潮,2006-12-22,1.1820
161607.OF,融通巨潮,2006-12-29,1.2990
161607.OF,融通巨潮,2007-01-05,1.3140
161607.OF,融通巨潮,2007-01-12,1.3640
161607.OF,融通巨潮,2007-01-19,1.4680
161607.OF,融通巨潮,2007-01-26,1.3070
161607.OF,融通巨潮,2007-02-02,1.1820
161607.OF,融通巨潮,2007-02-09,1.2230
161607.OF,融通巨潮,2007-02-16,1.3560
161607.OF,融通巨潮,2007-03-02,1.2130
161607.OF,融通巨潮,2007-03-09,1.2540
161607.OF,融通巨潮,2007-03-16,1.2400
161607.OF,融通巨潮,2007-03-23,1.2960
161607.OF,融通巨潮,2007-03-30,1.2400
161607.OF,融通巨潮,2007-04-06,1.3090
161607.OF,融通巨潮,2007-04-13,1.3840
161607.OF,融通巨潮,2007-04-20,1.4070
161607.OF,融通巨潮,2007-04-27,1.4640
161607.OF,融通巨潮,2007-05-04,1.4920
161607.OF,融通巨潮,2007-05-11,1.4760
161607.OF,融通巨潮,2007-05-18,1.4960
161607.OF,融通巨潮,2007-05-25,1.5530
161607.OF,融通巨潮,2007-06-01,1.4300
161607.OF,融通巨潮,2007-06-08,1.4530
161607.OF,融通巨潮,2007-06-15,1.5450
161607.OF,融通巨潮,2007-06-22,1.5450
161607.OF,融通巨潮,2007-06-29,1.3670
161607.OF,融通巨潮,2007-07-06,1.3490
161607.OF,融通巨潮,2007-07-13,1.3900
161607.OF,融通巨潮,2007-07-20,1.4460
161607.OF,融通巨潮,2007-07-27,1.5450
161607.OF,融通巨潮,2007-08-03,1.5580
161607.OF,融通巨潮,2007-08-10,1.6110
161607.OF,融通巨潮,2007-08-17,1.5660
161607.OF,融通巨潮,2007-08-24,1.7620
161607.OF,融通巨潮,2007-08-31,1.7740
161607.OF,融通巨潮,2007-09-07,1.7620
161607.OF,融通巨潮,2007-09-14,1.7920
161607.OF,融通巨潮,2007-09-21,1.7990
161607.OF,融通巨潮,2007-09-28,1.8490
161607.OF,融通巨潮,2007-10-05,1.8490
161607.OF,融通巨潮,2007-10-12,1.9280
161607.OF,融通巨潮,2007-10-19,1.8970
161607.OF,融通巨潮,2007-10-26,1.8680
161607.OF,融通巨潮,2007-11-02,1.8910
161607.OF,融通巨潮,2007-11-09,1.7420
161607.OF,融通巨潮,2007-11-16,1.7320
161607.OF,融通巨潮,2007-11-23,1.6690
161607.OF,融通巨潮,2007-11-30,1.6330
161607.OF,融通巨潮,2007-12-07,1.7340
161607.OF,融通巨潮,2007-12-14,1.6930
161607.OF,融通巨潮,2007-12-21,1.7220
161607.OF,融通巨潮,2007-12-28,1.7900
161607.OF,融通巨潮,2008-01-04,1.8180
161607.OF,融通巨潮,2008-01-11,1.8930
161607.OF,融通巨潮,2008-01-18,1.7900
161607.OF,融通巨潮,2008-01-25,1.6840
161607.OF,融通巨潮,2008-02-01,1.5320
161607.OF,融通巨潮,2008-02-08,1.6400
161607.OF,融通巨潮,2008-02-15,1.6010
161607.OF,融通巨潮,2008-02-22,1.5420
161607.OF,融通巨潮,2008-02-29,1.5360
161607.OF,融通巨潮,2008-03-07,1.5100
161607.OF,融通巨潮,2008-03-14,1.3620
161607.OF,融通巨潮,2008-03-21,1.3340
161607.OF,融通巨潮,2008-03-28,1.2990
161607.OF,融通巨潮,2008-04-04,1.2550
161607.OF,融通巨潮,2008-04-11,1.2790
161607.OF,融通巨潮,2008-04-18,1.1230
161607.OF,融通巨潮,2008-04-25,1.2100
161607.OF,融通巨潮,2008-05-02,1.2580
161607.OF,融通巨潮,2008-05-09,1.2080
161607.OF,融通巨潮,2008-05-16,1.2200
161607.OF,融通巨潮,2008-05-23,1.1410
161607.OF,融通巨潮,2008-05-30,1.1300
161607.OF,融通巨潮,2008-06-06,1.0960
161607.OF,融通巨潮,2008-06-13,0.9470
161607.OF,融通巨潮,2008-06-20,0.9260
161607.OF,融通巨潮,2008-06-27,0.9080
161607.OF,融通巨潮,2008-07-04,0.8740
161607.OF,融通巨潮,2008-07-11,0.9380
161607.OF,融通巨潮,2008-07-18,0.9050
161607.OF,融通巨潮,2008-07-25,0.9430
161607.OF,融通巨潮,2008-08-01,0.9170
161607.OF,融通巨潮,2008-08-08,0.8540
161607.OF,融通巨潮,2008-08-15,0.8150
161607.OF,融通巨潮,2008-08-22,0.8030
161607.OF,融通巨潮,2008-08-29,0.8090
161607.OF,融通巨潮,2008-09-05,0.7430
161607.OF,融通巨潮,2008-09-12,0.7120
161607.OF,融通巨潮,2008-09-19,0.6890
161607.OF,融通巨潮,2008-09-26,0.7470
161607.OF,融通巨潮,2008-10-10,0.6330
161607.OF,融通巨潮,2008-10-17,0.6130
161607.OF,融通巨潮,2008-10-24,0.5870
161607.OF,融通巨潮,2008-10-31,0.5530
161607.OF,融通巨潮,2008-11-07,0.5630
161607.OF,融通巨潮,2008-11-14,0.6460
161607.OF,融通巨潮,2008-11-21,0.6350
161607.OF,融通巨潮,2008-11-28,0.6080
161607.OF,融通巨潮,2008-12-05,0.6610
161607.OF,融通巨潮,2008-12-12,0.6410
161607.OF,融通巨潮,2008-12-19,0.6680
161607.OF,融通巨潮,2008-12-26,0.6080
161607.OF,融通巨潮,2009-01-02,0.5970
161607.OF,融通巨潮,2009-01-09,0.6240
161607.OF,融通巨潮,2009-01-16,0.6470
161607.OF,融通巨潮,2009-01-23,0.6610
161607.OF,融通巨潮,2009-02-06,0.7230
161607.OF,融通巨潮,2009-02-13,0.7640
161607.OF,融通巨潮,2009-02-20,0.7400
161607.OF,融通巨潮,2009-02-27,0.6850
161607.OF,融通巨潮,2009-03-06,0.7270
161607.OF,融通巨潮,2009-03-13,0.7040
161607.OF,融通巨潮,2009-03-20,0.7510
161607.OF,融通巨潮,2009-03-27,0.7910
161607.OF,融通巨潮,2009-04-03,0.8160
161607.OF,融通巨潮,2009-04-10,0.8200
161607.OF,融通巨潮,2009-04-17,0.8350
161607.OF,融通巨潮,2009-04-24,0.8120
161607.OF,融通巨潮,2009-05-01,0.8280
161607.OF,融通巨潮,2009-05-08,0.8780
161607.OF,融通巨潮,2009-05-15,0.8800
161607.OF,融通巨潮,2009-05-22,0.8640
161607.OF,融通巨潮,2009-05-29,0.8720
161607.OF,融通巨潮,2009-06-05,0.9330
161607.OF,融通巨潮,2009-06-12,0.9300
161607.OF,融通巨潮,2009-06-19,0.9870
161607.OF,融通巨潮,2009-06-26,1.0010
161607.OF,融通巨潮,2009-07-03,1.0660
161607.OF,融通巨潮,2009-07-10,1.0820
161607.OF,融通巨潮,2009-07-17,1.1160
161607.OF,融通巨潮,2009-07-24,1.1630
161607.OF,融通巨潮,2009-07-31,1.1870
161607.OF,融通巨潮,2009-08-07,1.1230
161607.OF,融通巨潮,2009-08-14,1.0610
161607.OF,融通巨潮,2009-08-21,1.0180
161607.OF,融通巨潮,2009-08-28,0.9590
161607.OF,融通巨潮,2009-09-04,0.9720
161607.OF,融通巨潮,2009-09-11,1.0190
161607.OF,融通巨潮,2009-09-18,0.9990
161607.OF,融通巨潮,2009-09-25,0.9650
161607.OF,融通巨潮,2009-10-02,0.9520
161607.OF,融通巨潮,2009-10-09,0.9980
161607.OF,融通巨潮,2009-10-16,1.0180
161607.OF,融通巨潮,2009-10-23,1.0690
161607.OF,融通巨潮,2009-10-30,1.0260
161607.OF,融通巨潮,2009-11-06,1.0830
161607.OF,融通巨潮,2009-11-13,1.0910
161607.OF,融通巨潮,2009-11-20,1.1170
161607.OF,融通巨潮,2009-11-27,1.0410
161607.OF,融通巨潮,2009-12-04,1.1220
161607.OF,融通巨潮,2009-12-11,1.0980
161607.OF,融通巨潮,2009-12-18,1.0520
161607.OF,融通巨潮,2009-12-25,1.0550
161607.OF,融通巨潮,2009-12-31,1.1040
161811.OF,银华300,2009-10-16,1.0000
161811.OF,银华300,2009-10-23,1.0160
161811.OF,银华300,2009-10-30,1.0010
161811.OF,银华300,2009-11-06,1.0540
161811.OF,银华300,2009-11-13,1.0640
161811.OF,银华300,2009-11-20,1.0950
161811.OF,银华300,2009-11-27,1.0280
161811.OF,银华300,2009-12-04,1.1000
161811.OF,银华300,2009-12-11,1.0800
161811.OF,银华300,2009-12-18,1.0290
161811.OF,银华300,2009-12-25,1.0380
161811.OF,银华300,2009-12-31,1.0800
162307.OF,海富100,2009-10-30,1.0000
162307.OF,海富100,2009-11-06,1.0110
162307.OF,海富100,2009-11-13,1.0140
162307.OF,海富100,2009-11-20,1.0410
162307.OF,海富100,2009-11-27,0.9700
162307.OF,海富100,2009-12-04,1.0420
162307.OF,海富100,2009-12-11,1.0180
162307.OF,海富100,2009-12-18,0.9770
162307.OF,海富100,2009-12-25,0.9760
162307.OF,海富100,2009-12-31,1.0250
162711.OF,广发500L,2009-11-27,0.9970
162711.OF,广发500L,2009-12-04,1.0080
162711.OF,广发500L,2009-12-11,1.0110
162711.OF,广发500L,2009-12-18,0.9810
162711.OF,广发500L,2009-12-25,0.9970
162711.OF,广发500L,2009-12-31,1.0090
165309.OF,建信300,2009-11-06,0.9990
165309.OF,建信300,2009-11-13,1.0020
165309.OF,建信300,2009-11-20,1.0170
165309.OF,建信300,2009-11-27,0.9790
165309.OF,建信300,2009-12-04,1.0300
165309.OF,建信300,2009-12-11,1.0100
165309.OF,建信300,2009-12-18,0.9620
165309.OF,建信300,2009-12-25,0.9700
165309.OF,建信300,2009-12-31,1.0100
510010.OF,治理ETF,2009-09-25,1.0000
510010.OF,治理ETF,2009-10-02,1.0000
510010.OF,治理ETF,2009-10-09,1.0000
510010.OF,治理ETF,2009-10-16,1.0000
510010.OF,治理ETF,2009-10-23,1.0070
510010.OF,治理ETF,2009-10-30,0.9950
510010.OF,治理ETF,2009-11-06,1.0200
510010.OF,治理ETF,2009-11-13,1.0240
510010.OF,治理ETF,2009-11-20,1.0430
510010.OF,治理ETF,2009-11-27,0.9700
510010.OF,治理ETF,2009-12-04,1.0450
510010.OF,治理ETF,2009-12-11,0.9140
510010.OF,治理ETF,2009-12-18,0.8720
510010.OF,治理ETF,2009-12-25,0.8700
510010.OF,治理ETF,2009-12-31,0.9130
510020.OF,超大ETF,2009-12-31,1.0060
510050.OF,50ETF,2005-12-30,0.8140
510050.OF,50ETF,2006-01-06,0.8550
510050.OF,50ETF,2006-01-13,0.8490
510050.OF,50ETF,2006-01-20,0.8580
510050.OF,50ETF,2006-01-27,0.8650
510050.OF,50ETF,2006-02-10,0.8770
510050.OF,50ETF,2006-02-17,0.8750
510050.OF,50ETF,2006-02-24,0.8990
510050.OF,50ETF,2006-03-03,0.9040
510050.OF,50ETF,2006-03-10,0.8790
510050.OF,50ETF,2006-03-17,0.8850
510050.OF,50ETF,2006-03-24,0.8910
510050.OF,50ETF,2006-03-31,0.9000
510050.OF,50ETF,2006-04-07,0.9180
510050.OF,50ETF,2006-04-14,0.9320
510050.OF,50ETF,2006-04-21,0.9620
510050.OF,50ETF,2006-04-28,0.9890
510050.OF,50ETF,2006-05-12,1.0750
510050.OF,50ETF,2006-05-19,1.1030
510050.OF,50ETF,2006-05-26,1.0840
510050.OF,50ETF,2006-06-02,1.1200
510050.OF,50ETF,2006-06-09,1.0590
510050.OF,50ETF,2006-06-16,1.0760
510050.OF,50ETF,2006-06-23,1.0920
510050.OF,50ETF,2006-06-30,1.1340
510050.OF,50ETF,2006-07-07,1.1300
510050.OF,50ETF,2006-07-14,1.0920
510050.OF,50ETF,2006-07-21,1.0890
510050.OF,50ETF,2006-07-28,1.0830
510050.OF,50ETF,2006-08-04,1.0230
510050.OF,50ETF,2006-08-11,1.0440
510050.OF,50ETF,2006-08-18,1.0420
510050.OF,50ETF,2006-08-25,1.0610
510050.OF,50ETF,2006-09-01,1.0650
510050.OF,50ETF,2006-09-08,1.0840
510050.OF,50ETF,2006-09-15,1.1290
510050.OF,50ETF,2006-09-22,1.1300
510050.OF,50ETF,2006-09-29,1.1500
510050.OF,50ETF,2006-10-06,1.1500
510050.OF,50ETF,2006-10-13,1.1850
510050.OF,50ETF,2006-10-20,1.1870
510050.OF,50ETF,2006-10-27,1.2010
510050.OF,50ETF,2006-11-03,1.2580
510050.OF,50ETF,2006-11-10,1.3030
510050.OF,50ETF,2006-11-17,1.3200
510050.OF,50ETF,2006-11-24,1.3810
510050.OF,50ETF,2006-12-01,1.4250
510050.OF,50ETF,2006-12-08,1.4420
510050.OF,50ETF,2006-12-15,1.5710
510050.OF,50ETF,2006-12-22,1.5880
510050.OF,50ETF,2006-12-29,1.7640
510050.OF,50ETF,2007-01-05,1.7850
510050.OF,50ETF,2007-01-12,1.8360
510050.OF,50ETF,2007-01-19,1.9600
510050.OF,50ETF,2007-01-26,2.1340
510050.OF,50ETF,2007-02-02,1.9390
510050.OF,50ETF,2007-02-09,1.9840
510050.OF,50ETF,2007-02-16,2.2090
510050.OF,50ETF,2007-03-02,2.0480
510050.OF,50ETF,2007-03-09,2.1140
510050.OF,50ETF,2007-03-16,2.0800
510050.OF,50ETF,2007-03-23,2.1740
510050.OF,50ETF,2007-03-30,2.2580
510050.OF,50ETF,2007-04-06,2.3500
510050.OF,50ETF,2007-04-13,2.4740
510050.OF,50ETF,2007-04-20,2.5040
510050.OF,50ETF,2007-04-27,2.6300
510050.OF,50ETF,2007-05-04,2.6770
510050.OF,50ETF,2007-05-11,2.8010
510050.OF,50ETF,2007-05-18,2.7880
510050.OF,50ETF,2007-05-25,2.8680
510050.OF,50ETF,2007-06-01,2.8470
510050.OF,50ETF,2007-06-08,2.7960
510050.OF,50ETF,2007-06-15,2.9760
510050.OF,50ETF,2007-06-22,2.9960
510050.OF,50ETF,2007-06-29,2.8940
510050.OF,50ETF,2007-07-06,2.8440
510050.OF,50ETF,2007-07-13,2.9520
510050.OF,50ETF,2007-07-20,3.0780
510050.OF,50ETF,2007-07-27,3.2580
510050.OF,50ETF,2007-08-03,3.4780
510050.OF,50ETF,2007-08-10,3.6450
510050.OF,50ETF,2007-08-17,3.5410
510050.OF,50ETF,2007-08-24,4.0080
510050.OF,50ETF,2007-08-31,4.0660
510050.OF,50ETF,2007-09-07,4.0550
510050.OF,50ETF,2007-09-14,4.0890
510050.OF,50ETF,2007-09-21,4.1100
510050.OF,50ETF,2007-09-28,4.2030
510050.OF,50ETF,2007-10-05,4.2030
510050.OF,50ETF,2007-10-12,4.4520
510050.OF,50ETF,2007-10-19,4.3470
510050.OF,50ETF,2007-10-26,4.2760
510050.OF,50ETF,2007-11-02,4.2980
510050.OF,50ETF,2007-11-09,3.9940
510050.OF,50ETF,2007-11-16,3.9790
510050.OF,50ETF,2007-11-23,3.8620
510050.OF,50ETF,2007-11-30,3.8130
510050.OF,50ETF,2007-12-07,4.0460
510050.OF,50ETF,2007-12-14,3.9520
510050.OF,50ETF,2007-12-21,4.0190
510050.OF,50ETF,2007-12-28,4.1570
510050.OF,50ETF,2008-01-04,4.2150
510050.OF,50ETF,2008-01-11,4.4090
510050.OF,50ETF,2008-01-18,4.1670
510050.OF,50ETF,2008-01-25,3.8890
510050.OF,50ETF,2008-02-01,3.5080
510050.OF,50ETF,2008-02-08,3.7680
510050.OF,50ETF,2008-02-15,3.6610
510050.OF,50ETF,2008-02-22,3.4960
510050.OF,50ETF,2008-02-29,3.5000
510050.OF,50ETF,2008-03-07,3.4270
510050.OF,50ETF,2008-03-14,3.1180
510050.OF,50ETF,2008-03-21,3.0580
510050.OF,50ETF,2008-03-28,2.9450
510050.OF,50ETF,2008-04-04,2.8590
510050.OF,50ETF,2008-04-11,2.8880
510050.OF,50ETF,2008-04-18,2.5330
510050.OF,50ETF,2008-04-25,2.9710
510050.OF,50ETF,2008-05-02,3.0960
510050.OF,50ETF,2008-05-09,2.9670
510050.OF,50ETF,2008-05-16,2.9970
510050.OF,50ETF,2008-05-23,2.8460
510050.OF,50ETF,2008-05-30,2.8080
510050.OF,50ETF,2008-06-06,2.7100
510050.OF,50ETF,2008-06-13,2.3670
510050.OF,50ETF,2008-06-20,2.3240
510050.OF,50ETF,2008-06-27,2.2630
510050.OF,50ETF,2008-07-04,2.1480
510050.OF,50ETF,2008-07-11,2.3210
510050.OF,50ETF,2008-07-18,2.2330
510050.OF,50ETF,2008-07-25,2.3360
510050.OF,50ETF,2008-08-01,2.2790
510050.OF,50ETF,2008-08-08,2.1270
510050.OF,50ETF,2008-08-15,2.0340
510050.OF,50ETF,2008-08-22,2.0180
510050.OF,50ETF,2008-08-29,2.0410
510050.OF,50ETF,2008-09-05,1.8630
510050.OF,50ETF,2008-09-12,1.7760
510050.OF,50ETF,2008-09-19,1.7230
510050.OF,50ETF,2008-09-26,1.8700
510050.OF,50ETF,2008-10-10,1.5850
510050.OF,50ETF,2008-10-17,1.5390
510050.OF,50ETF,2008-10-24,1.4690
510050.OF,50ETF,2008-10-31,1.3880
510050.OF,50ETF,2008-11-07,1.4220
510050.OF,50ETF,2008-11-14,1.6040
510050.OF,50ETF,2008-11-21,1.4990
510050.OF,50ETF,2008-11-28,1.4110
510050.OF,50ETF,2008-12-05,1.5330
510050.OF,50ETF,2008-12-12,1.4970
510050.OF,50ETF,2008-12-19,1.5510
510050.OF,50ETF,2008-12-26,1.4200
510050.OF,50ETF,2009-01-02,1.3900
510050.OF,50ETF,2009-01-09,1.4510
510050.OF,50ETF,2009-01-16,1.5060
510050.OF,50ETF,2009-01-23,1.5400
510050.OF,50ETF,2009-02-06,1.6870
510050.OF,50ETF,2009-02-13,1.7540
510050.OF,50ETF,2009-02-20,1.6980
510050.OF,50ETF,2009-02-27,1.5970
510050.OF,50ETF,2009-03-06,1.6850
510050.OF,50ETF,2009-03-13,1.6340
510050.OF,50ETF,2009-03-20,1.7320
510050.OF,50ETF,2009-03-27,1.8310
510050.OF,50ETF,2009-04-03,1.8950
510050.OF,50ETF,2009-04-10,1.8960
510050.OF,50ETF,2009-04-17,1.9190
510050.OF,50ETF,2009-04-24,1.8640
510050.OF,50ETF,2009-05-01,1.9000
510050.OF,50ETF,2009-05-08,2.0230
510050.OF,50ETF,2009-05-15,2.0240
510050.OF,50ETF,2009-05-22,1.9700
510050.OF,50ETF,2009-05-29,1.9930
510050.OF,50ETF,2009-06-05,2.1600
510050.OF,50ETF,2009-06-12,2.1580
510050.OF,50ETF,2009-06-19,2.3050
510050.OF,50ETF,2009-06-26,2.3410
510050.OF,50ETF,2009-07-03,2.5100
510050.OF,50ETF,2009-07-10,2.5200
510050.OF,50ETF,2009-07-17,2.6080
510050.OF,50ETF,2009-07-24,2.7470
510050.OF,50ETF,2009-07-31,2.8190
510050.OF,50ETF,2009-08-07,2.6420
510050.OF,50ETF,2009-08-14,2.4730
510050.OF,50ETF,2009-08-21,2.3790
510050.OF,50ETF,2009-08-28,2.2080
510050.OF,50ETF,2009-09-04,2.2480
510050.OF,50ETF,2009-09-11,2.3630
