Trddt,Yield
2006/10/8,1.69
2006/10/9,1.68
2006/10/10,1.679
2006/10/11,1.68
2006/10/12,1.675
2006/10/13,1.681
2006/10/16,1.685
2006/10/17,1.691
2006/10/18,1.685
2006/10/19,1.689
2006/10/20,1.679
2006/10/23,1.681
2006/10/24,1.68
2006/10/25,1.675
2006/10/26,1.675
2006/10/27,1.678
2006/10/30,1.678
2006/10/31,1.684
2006/11/1,1.685
2006/11/2,1.685
2006/11/3,1.685
2006/11/6,1.7
2006/11/7,1.7
2006/11/8,1.7
2006/11/9,1.71
2006/11/10,1.715
2006/11/13,1.725
2006/11/14,1.729
2006/11/15,1.725
2006/11/16,1.723
2006/11/17,1.725
2006/11/20,1.728
2006/11/21,1.791
2006/11/22,1.802
2006/11/23,1.84
2006/11/24,1.83
2006/11/27,1.86
2006/11/28,1.85
2006/11/29,1.84
2006/11/30,1.84
2006/12/1,1.86
2006/12/4,1.86
2006/12/5,1.862
2006/12/6,1.88
2006/12/7,1.9
2006/12/8,1.9
2006/12/11,1.9
2006/12/12,1.89
2006/12/13,1.92
2006/12/14,1.92
2006/12/15,1.92
2006/12/18,1.92
2006/12/19,1.9
2006/12/20,1.89
2006/12/21,1.89
2006/12/22,1.89
2006/12/25,1.89
2006/12/26,1.89
2006/12/27,1.89
2006/12/28,1.89
2006/12/29,1.89
2006/12/30,1.89
2006/12/31,1.89
2007/1/4,1.89
2007/1/5,1.88
2007/1/8,1.88
2007/1/9,1.88
2007/1/10,1.88
2007/1/11,1.88
2007/1/12,1.89
2007/1/15,1.89
2007/1/16,1.88
2007/1/17,1.885
2007/1/18,1.885
2007/1/19,1.89
2007/1/22,1.9
2007/1/23,1.9
2007/1/24,1.9
2007/1/25,1.9
2007/1/26,1.906
2007/1/29,1.902
2007/1/30,1.9
2007/1/31,1.89
2007/2/1,1.88
2007/2/2,1.87
2007/2/5,1.86
2007/2/6,1.86
2007/2/7,1.86
2007/2/8,1.87
2007/2/9,1.863
2007/2/12,1.869
2007/2/13,1.851
2007/2/14,1.856
2007/2/15,1.854
2007/2/16,1.851
2007/2/17,1.851
2007/2/25,1.852
2007/2/26,1.85
2007/2/27,1.84
2007/2/28,1.84
2007/3/1,1.83
2007/3/2,1.83
2007/3/5,1.815
2007/3/6,1.81
2007/3/7,1.81
2007/3/8,1.81
2007/3/9,1.81
2007/3/12,1.81
2007/3/13,1.8
2007/3/14,1.8
2007/3/15,1.8
2007/3/16,1.81
2007/3/19,1.84
2007/3/20,1.85
2007/3/21,1.86
2007/3/22,1.88
2007/3/23,1.88
2007/3/26,1.88
2007/3/27,1.88
2007/3/28,1.88
2007/3/29,1.88
2007/3/30,1.88
2007/4/2,1.88
2007/4/3,1.88
2007/4/4,1.88
2007/4/5,1.88
2007/4/6,1.9
2007/4/9,1.92
2007/4/10,1.94
2007/4/11,1.95
2007/4/12,1.95
2007/4/13,1.95
2007/4/16,1.97
2007/4/17,2
2007/4/18,2
2007/4/19,2
2007/4/20,2.2
2007/4/23,2.2
2007/4/24,2.2
2007/4/25,2.2
2007/4/26,2.05
2007/4/27,2
2007/4/28,1.99
2007/4/29,1.93
2007/4/30,1.91
2007/5/8,1.91
2007/5/9,1.9
2007/5/10,1.88
2007/5/11,1.91
2007/5/14,1.92
2007/5/15,1.92
2007/5/16,1.92
2007/5/17,1.92
2007/5/18,1.92
2007/5/21,1.92
2007/5/22,1.92
2007/5/23,1.91
2007/5/24,1.9
2007/5/25,1.94
2007/5/28,1.94
2007/5/29,1.935
2007/5/30,1.93
2007/5/31,1.935
2007/6/1,1.958
2007/6/4,1.955
2007/6/5,1.96
2007/6/6,2
2007/6/7,2.01
2007/6/8,2.01
2007/6/11,2.015
2007/6/12,2.01
2007/6/13,2.01
2007/6/14,2.02
2007/6/15,2.02
2007/6/18,2.02
2007/6/19,2.02
2007/6/20,2.03
2007/6/21,2.04
2007/6/22,2.04
2007/6/25,2.03
2007/6/26,2.03
2007/6/27,2.02
2007/6/28,2.02
2007/6/29,2.09
2007/7/2,2.09
2007/7/3,2.09
2007/7/4,2.07
2007/7/5,2.06
2007/7/6,2.06
2007/7/9,2.06
2007/7/10,2.06
2007/7/11,2.07
2007/7/12,2.075
2007/7/13,2.0755
2007/7/16,2.05
2007/7/17,2.042
2007/7/18,2.0248
2007/7/19,1.952
2007/7/20,1.9487
2007/7/23,1.937
2007/7/24,1.94
2007/7/25,1.9657
2007/7/26,1.958
2007/7/27,1.9654
2007/7/30,1.9632
2007/7/31,1.98
2007/8/1,1.9786
2007/8/2,1.9732
2007/8/3,1.9563
2007/8/6,1.9485
2007/8/7,1.9435
2007/8/8,1.9586
2007/8/9,1.9368
2007/8/10,1.9256
2007/8/13,1.9186
2007/8/14,1.932
2007/8/15,1.9264
2007/8/16,1.8879
2007/8/17,1.8657
2007/8/20,1.7258
2007/8/21,1.7038
2007/8/22,1.8958
2007/8/23,1.9485
2007/8/24,1.8259
2007/8/27,1.7368
2007/8/28,1.825
2007/8/29,1.867
2007/8/30,1.865
2007/8/31,1.86
2007/9/3,1.826
2007/9/4,1.8365
2007/9/5,1.7956
2007/9/6,1.783
2007/9/7,1.9368
2007/9/10,1.9436
2007/9/11,1.9856
2007/9/12,2.0395
2007/9/13,2.0895
2007/9/14,2.785
2007/9/17,2.4685
2007/9/18,2.2859
2007/9/19,2.315
2007/9/20,2.3589
2007/9/21,2.375
2007/9/24,2.1258
2007/9/25,2.0985
2007/9/26,2.115
2007/9/27,2.1
2007/9/28,2.08
2007/9/29,2.076
2007/9/30,2.06
2007/10/8,2.13
2007/10/9,1.96
2007/10/10,1.8
2007/10/11,1.83
2007/10/12,1.82
2007/10/15,1.825
2007/10/16,1.836
2007/10/17,1.91
2007/10/18,1.9104
2007/10/19,1.92
2007/10/22,1.92
2007/10/23,2.03
2007/10/24,3.1
2007/10/25,4.6
2007/10/26,7.8
2007/10/29,2.52
2007/10/30,2.45
2007/10/31,2.48
2007/11/1,2.5
2007/11/2,1.91
2007/11/5,1.91
2007/11/6,1.89
2007/11/7,1.58
2007/11/8,1.65
2007/11/9,1.63
2007/11/12,1.62
2007/11/13,1.615
2007/11/14,1.58
2007/11/15,1.79
2007/11/16,1.62
2007/11/19,1.62
2007/11/20,1.63
2007/11/21,1.635
2007/11/22,1.63
2007/11/23,1.632
2007/11/26,1.62
2007/11/27,1.63
2007/11/28,1.635
2007/11/29,1.63
2007/11/30,1.62
2007/12/3,1.61
2007/12/4,1.62
2007/12/5,1.635
2007/12/6,1.628
2007/12/7,1.63
2007/12/10,1.65
2007/12/11,1.638
2007/12/12,1.632
2007/12/13,1.65
2007/12/14,1.645
2007/12/17,1.642
2007/12/18,1.638
2007/12/19,1.629
2007/12/20,1.63
2007/12/21,1.635
2007/12/24,1.628
2007/12/25,1.65
2007/12/26,1.656
2007/12/27,1.586
2007/12/28,1.568
2007/12/29,1.88
2008/1/2,2.08
2008/1/3,1.88
2008/1/4,1.88
2008/1/7,1.83
2008/1/8,1.63
2008/1/9,1.5
2008/1/10,1.47
2008/1/11,1.4675
2008/1/14,1.46
2008/1/15,1.465
2008/1/16,1.468
2008/1/17,1.466
2008/1/18,1.466
2008/1/21,1.459
2008/1/22,1.47
2008/1/23,1.468
2008/1/24,1.469
2008/1/25,1.4603
2008/1/28,1.4659
2008/1/29,1.4769
2008/1/30,1.4795
2008/1/31,1.515
2008/2/1,1.528
2008/2/2,1.53
2008/2/3,1.536
2008/2/4,1.538
2008/2/5,1.55
2008/2/13,1.52
2008/2/14,1.5
2008/2/15,1.486
2008/2/18,1.475
2008/2/19,1.4768
2008/2/20,1.5868
2008/2/21,1.65
2008/2/22,1.6548
2008/2/25,1.6442
2008/2/26,1.695
2008/2/27,1.7506
2008/2/28,1.7398
2008/2/29,1.75
2008/3/3,1.698
2008/3/4,1.2082
2008/3/5,1.205
2008/3/6,1.1965
2008/3/7,1.1909
2008/3/10,1.1897
2008/3/11,1.1789
2008/3/12,1.1713
2008/3/13,1.1582
2008/3/14,1.5195
2008/3/17,1.4539
2008/3/18,1.4301
2008/3/19,1.4266
2008/3/20,1.4002
2008/3/21,1.5549
2008/3/24,1.3161
2008/3/25,1.3045
2008/3/26,1.3409
2008/3/27,1.3395
2008/3/28,1.5255
2008/3/31,1.55
2008/4/1,1.8566
2008/4/2,1.637
2008/4/3,1.6262
2008/4/7,1.589
2008/4/8,1.6037
2008/4/9,1.6166
2008/4/10,1.6317
2008/4/11,1.609
2008/4/14,1.6621
2008/4/15,1.6615
2008/4/16,1.6601
2008/4/17,1.661
2008/4/18,1.5849
2008/4/21,1.5073
2008/4/22,1.3933
2008/4/23,1.3776
2008/4/24,1.3563
2008/4/25,1.3781
2008/4/28,1.3931
2008/4/29,1.4032
2008/4/30,1.4312
2008/5/4,1.4586
2008/5/5,1.518
2008/5/6,1.5863
2008/5/7,1.6124
2008/5/8,1.6212
2008/5/9,1.6272
2008/5/12,1.6679
2008/5/13,1.7156
2008/5/14,1.7919
2008/5/15,1.7947
2008/5/16,1.8352
2008/5/19,1.8709
2008/5/20,1.8898
2008/5/21,1.9097
2008/5/22,1.9118
2008/5/23,1.9041
2008/5/26,1.986
2008/5/27,2.1371
2008/5/28,1.4476
2008/5/29,1.7624
2008/5/30,2.1217
2008/6/2,2.1207
2008/6/3,2.1194
2008/6/4,2.1371
2008/6/5,2.1639
2008/6/6,2.2341
2008/6/10,2.7069
2008/6/11,2.7851
2008/6/12,2.6813
2008/6/13,1.9094
2008/6/16,1.6646
2008/6/17,1.736
2008/6/18,1.81
2008/6/19,1.8078
2008/6/20,1.9287
2008/6/23,1.9465
2008/6/24,1.9535
2008/6/25,1.9133
2008/6/26,1.9266
2008/6/27,2.0652
2008/6/30,2.0601
2008/7/1,1.7658
2008/7/2,1.989
2008/7/3,1.8414
2008/7/4,1.8284
2008/7/7,1.8331
2008/7/8,1.8153
2008/7/9,1.7934
2008/7/10,1.7556
2008/7/11,1.6125
2008/7/14,1.5878
2008/7/15,1.6415
2008/7/16,1.7536
2008/7/17,1.7572
2008/7/18,1.7661
2008/7/21,1.7704
2008/7/22,1.7693
2008/7/23,1.7659
2008/7/24,1.7861
2008/7/25,1.7844
2008/7/28,1.7819
2008/7/29,1.7957
2008/7/30,1.7888
2008/7/31,1.7928
2008/8/1,2.0417
2008/8/4,2.055
2008/8/5,2.0554
2008/8/6,2.0552
2008/8/7,2.0515
2008/8/8,2.0489
2008/8/11,2.0173
2008/8/12,1.9936
2008/8/13,1.9681
2008/8/14,1.7951
2008/8/15,1.8135
2008/8/18,1.8519
2008/8/19,1.8573
2008/8/20,1.8415
2008/8/21,1.8265
2008/8/22,1.8294
2008/8/25,1.8319
2008/8/26,1.8302
2008/8/27,1.884
2008/8/28,1.8999
2008/8/29,1.9011
2008/9/1,1.8952
2008/9/2,1.9259
2008/9/3,1.9285
2008/9/4,1.93
2008/9/5,1.9221
2008/9/8,1.8942
2008/9/9,1.8806
2008/9/10,1.883
2008/9/11,1.8797
2008/9/12,1.8827
2008/9/16,1.8761
2008/9/17,1.8848
2008/9/18,1.9633
2008/9/19,2.2502
2008/9/22,2.3062
2008/9/23,2.2702
2008/9/24,2.2793
2008/9/25,2.0975
2008/9/26,2.1094
2008/9/27,2.0844
2008/9/28,2.0844
2008/10/6,2.059
2008/10/7,2.0627
2008/10/8,1.7914
2008/10/9,1.6614
2008/10/10,1.6623
2008/10/13,1.4621
2008/10/14,1.4211
2008/10/15,1.2223
2008/10/16,1.2564
2008/10/17,1.2364
2008/10/20,1.2394
2008/10/21,1.2427
2008/10/22,1.2377
2008/10/23,1.2414
2008/10/24,1.2402
2008/10/27,1.2406
2008/10/28,1.2402
2008/10/29,1.2419
2008/10/30,1.2398
2008/10/31,1.2377
2008/11/3,1.2394
2008/11/4,1.2798
2008/11/5,1.1398
2008/11/6,1.1919
2008/11/7,1.1918
2008/11/10,1.1244
2008/11/11,1.1377
2008/11/12,1.1577
2008/11/13,1.1677
2008/11/14,1.1877
2008/11/17,1.2157
2008/11/18,1.2394
2008/11/19,1.2394
2008/11/20,1.2644
2008/11/21,1.2094
2008/11/24,1.2177
2008/11/25,1.2169
2008/11/26,1.2265
2008/11/27,0.8875
2008/11/28,0.9325
2008/12/1,0.9225
2008/12/2,0.9166
2008/12/3,0.9173
2008/12/4,0.9196
2008/12/5,0.861
2008/12/8,0.856
2008/12/9,0.8352
2008/12/10,0.705
2008/12/11,0.6773
2008/12/12,0.6688
2008/12/15,0.6555
2008/12/16,0.5938
2008/12/17,0.5229
2008/12/18,0.5066
2008/12/19,0.4838
2008/12/22,0.475
2008/12/23,0.4717
2008/12/24,0.4621
2008/12/25,0.54
2008/12/26,0.5453
2008/12/29,0.55
2008/12/30,0.5503
2008/12/31,0.6082
2009/1/4,0.5982
2009/1/5,0.5951
2009/1/6,0.5832
2009/1/7,0.5759
2009/1/8,0.5694
2009/1/9,0.5694
2009/1/12,0.5664
2009/1/13,0.564
2009/1/14,0.5627
2009/1/15,0.5623
2009/1/16,0.56
2009/1/19,0.5606
2009/1/20,0.5631
2009/1/21,0.6597
2009/1/22,0.6406
2009/1/23,0.6239
2009/1/24,0.6747
2009/2/1,0.6714
2009/2/2,0.6614
2009/2/3,0.6815
2009/2/4,0.6707
2009/2/5,0.6814
2009/2/6,0.6793
2009/2/9,0.6879
2009/2/10,0.6872
2009/2/11,0.6939
2009/2/12,0.6843
2009/2/13,0.6897
2009/2/16,0.6755
2009/2/17,0.6747
2009/2/18,0.6714
2009/2/19,0.6789
2009/2/20,0.6764
2009/2/23,0.6789
2009/2/24,0.6701
2009/2/25,0.6664
2009/2/26,0.6618
2009/2/27,0.6618
2009/3/2,0.6597
2009/3/3,0.6576
2009/3/4,0.6559
2009/3/5,0.6576
2009/3/6,0.6559
2009/3/9,0.6618
2009/3/10,0.6584
2009/3/11,0.6593
2009/3/12,0.6584
2009/3/13,0.658
2009/3/16,0.6597
2009/3/17,0.6597
2009/3/18,0.6593
2009/3/19,0.6614
2009/3/20,0.6597
2009/3/23,0.6609
2009/3/24,0.6584
2009/3/25,0.6576
2009/3/26,0.658
2009/3/27,0.6572
2009/3/30,0.6581
2009/3/31,0.6568
2009/4/1,0.6568
2009/4/2,0.6576
2009/4/3,0.6564
2009/4/7,0.6564
2009/4/8,0.6764
2009/4/9,0.6768
2009/4/10,0.6764
2009/4/13,0.6768
2009/4/14,0.6751
2009/4/15,0.6756
2009/4/16,0.6751
2009/4/17,0.6772
2009/4/20,0.6756
2009/4/21,0.6976
2009/4/22,0.7039
2009/4/23,0.6872
2009/4/24,0.6872
2009/4/27,0.6864
2009/4/28,0.6822
2009/4/29,0.6826
2009/4/30,0.681
2009/5/4,0.6881
2009/5/5,0.6843
2009/5/6,0.6835
2009/5/7,0.6826
2009/5/8,0.6822
2009/5/11,0.681
2009/5/12,0.6814
2009/5/13,0.6822
2009/5/14,0.6822
2009/5/15,0.6843
2009/5/18,0.6847
2009/5/19,0.6839
2009/5/20,0.6847
2009/5/21,0.6847
2009/5/22,0.6851
2009/5/25,0.6847
2009/5/26,0.6872
2009/5/27,0.6876
2009/5/31,0.686
2009/6/1,0.6872
2009/6/2,0.6876
2009/6/3,0.6885
2009/6/4,0.6856
2009/6/5,0.6864
2009/6/8,0.6864
2009/6/9,0.686
2009/6/10,0.6906
2009/6/11,0.6885
2009/6/12,0.6893
2009/6/15,0.6922
2009/6/16,0.6914
2009/6/17,0.7047
2009/6/18,0.7193
2009/6/19,0.7768
2009/6/22,0.8222
2009/6/23,0.8322
2009/6/24,0.8318
2009/6/25,0.8331
2009/6/26,0.8364
2009/6/29,0.8743
2009/6/30,0.8743
2009/7/1,0.8818
2009/7/2,0.8518
2009/7/3,0.8514
2009/7/6,0.8298
2009/7/7,0.8293
2009/7/8,0.8318
2009/7/9,0.831
2009/7/10,0.8331
2009/7/13,0.8788
2009/7/14,0.8806
2009/7/15,0.8856
2009/7/16,0.9231
2009/7/17,1.1123
2009/7/20,1.0985
2009/7/21,1.2323
2009/7/22,1.2373
2009/7/23,1.2231
2009/7/24,1.1939
2009/7/27,1.1802
2009/7/28,1.1443
2009/7/29,0.9789
2009/7/30,1.0835
2009/7/31,1.0352
2009/8/3,1.0606
2009/8/4,1.0585
2009/8/5,1.0543
2009/8/6,1.0543
2009/8/7,1.0518
2009/8/10,1.0473
2009/8/11,1.0327
2009/8/12,0.8906
2009/8/13,0.8918
2009/8/14,0.8827
2009/8/17,0.8935
2009/8/18,0.8706
2009/8/19,0.834
2009/8/20,0.8285
2009/8/21,0.826
2009/8/24,0.791
2009/8/25,0.7293
2009/8/26,0.731
2009/8/27,0.7443
2009/8/28,0.7468
2009/8/31,0.7335
2009/9/1,0.7352
2009/9/2,0.8206
2009/9/3,0.8293
2009/9/4,0.8343
2009/9/7,0.831
2009/9/8,0.8323
2009/9/9,0.8285
2009/9/10,0.8252
2009/9/11,0.8293
2009/9/14,0.8273
2009/9/15,0.8658
2009/9/16,0.9285
2009/9/17,0.9835
2009/9/18,0.9943
2009/9/21,0.9935
2009/9/22,1.0035
2009/9/23,1.0293
2009/9/24,1.0373
2009/9/25,1.0493
2009/9/27,1.0448
2009/9/28,1.0506
2009/9/29,1.0571
2009/9/30,1.0671
2009/10/9,1.0771
2009/10/10,1.0781
2009/10/12,1.0481
2009/10/13,1.0452
2009/10/14,1.0435
2009/10/15,1.0448
2009/10/16,1.0418
2009/10/19,1.0364
2009/10/20,1.0064
2009/10/21,0.976
2009/10/22,0.9727
2009/10/23,0.9677
2009/10/26,0.9568
2009/10/27,0.9277
2009/10/28,0.9256
2009/10/29,0.9225
2009/10/30,0.9189
2009/11/2,0.9168
2009/11/3,0.9177
2009/11/4,0.9227
2009/11/5,0.9939
2009/11/6,0.9956
2009/11/9,0.9868
2009/11/10,1.0142
2009/11/11,1.0068
2009/11/12,1.0085
2009/11/13,0.9981
2009/11/16,0.9914
2009/11/17,0.981
2009/11/18,0.9756
2009/11/19,0.9748
2009/11/20,0.9735
2009/11/23,0.9698
2009/11/24,0.9668
2009/11/25,0.9689
2009/11/26,0.9673
2009/11/27,0.9681
2009/11/30,0.9702
2009/12/1,1.0335
2009/12/2,1.0264
2009/12/3,1.0143
2009/12/4,0.9993
2009/12/7,0.9908
2009/12/8,0.9864
2009/12/9,0.9781
2009/12/10,0.9685
2009/12/11,0.9573
2009/12/14,0.9543
2009/12/15,0.9477
2009/12/16,0.9435
2009/12/17,0.946
2009/12/18,0.9479
2009/12/21,0.9423
2009/12/22,0.9339
2009/12/23,0.9364
2009/12/24,0.9364
2009/12/25,0.931
2009/12/28,0.9339
2009/12/29,0.9302
2009/12/30,0.9298
2009/12/31,0.9277
2010/1/4,0.8985
2010/1/5,0.896
2010/1/6,0.8993
2010/1/7,0.8607
2010/1/8,0.8418
2010/1/11,0.8281
2010/1/12,0.8146
2010/1/13,0.8664
2010/1/14,0.8285
2010/1/15,0.8093
2010/1/18,0.8081
2010/1/19,0.8081
2010/1/20,0.8085
2010/1/21,0.8093
2010/1/22,0.8233
2010/1/25,0.9689
2010/1/26,0.9768
2010/1/27,1.096
2010/1/28,1.1398
2010/1/29,1.1402
2010/2/1,1.1356
2010/2/2,1.1385
2010/2/3,1.1377
2010/2/4,1.1385
2010/2/5,1.1393
2010/2/8,1.1377
2010/2/9,1.186
2010/2/10,1.2802
2010/2/11,1.3802
2010/2/12,1.3332
2010/2/20,1.2832
2010/2/21,1.2032
2010/2/22,1.153
2010/2/23,1.1538
2010/2/24,1.1592
2010/2/25,1.1738
2010/2/26,1.1532
2010/3/1,1.1512
2010/3/2,1.1479
2010/3/3,1.1312
2010/3/4,1.1254
2010/3/5,1.1079
2010/3/8,1.1022
2010/3/9,1.09
2010/3/10,1.0829
2010/3/11,1.08
2010/3/12,1.0683
2010/3/15,1.0612
2010/3/16,1.0591
2010/3/17,1.0533
2010/3/18,1.0504
2010/3/19,1.0496
2010/3/22,1.0421
2010/3/23,1.0404
2010/3/24,1.0391
2010/3/25,1.0354
2010/3/26,1.0313
2010/3/29,1.0296
2010/3/30,1.0217
2010/3/31,1.0659
2010/4/1,1.0316
2010/4/2,1.0396
2010/4/6,1.0367
2010/4/7,1.0242
2010/4/8,1.0196
2010/4/9,1.0184
2010/4/12,1.0113
2010/4/13,1.0104
2010/4/14,1.0109
2010/4/15,1.0084
2010/4/16,1.0145
2010/4/19,1.0146
2010/4/20,1.0167
2010/4/21,1.0188
2010/4/22,1.0183
2010/4/23,1.0138
2010/4/26,1.0146
2010/4/27,1.0569
2010/4/28,1.0675
2010/4/29,1.0779
2010/4/30,1.1223
2010/5/4,1.1229
2010/5/5,1.1343
2010/5/6,1.1338
2010/5/7,1.1338
2010/5/10,1.2304
2010/5/11,1.2292
2010/5/12,1.2258
2010/5/13,1.2233
2010/5/14,1.225
2010/5/17,1.2683
2010/5/18,1.2688
2010/5/19,1.2704
2010/5/20,1.2752
2010/5/21,1.3838
2010/5/24,1.4675
2010/5/25,1.4737
2010/5/26,1.5758
2010/5/27,1.6562
2010/5/28,1.5462
2010/5/31,1.6274
2010/6/1,1.7502
2010/6/2,1.7748
2010/6/3,1.7507
2010/6/4,1.5709
2010/6/7,1.4411
2010/6/8,1.4686
2010/6/9,1.4727
2010/6/10,1.5623
2010/6/11,1.6061
2010/6/12,1.8326
2010/6/13,1.8165
2010/6/17,1.8073
2010/6/18,1.8415
2010/6/21,1.8565
2010/6/22,1.8736
2010/6/23,1.8681
2010/6/24,1.934
2010/6/25,1.9206
2010/6/28,1.9156
2010/6/29,1.9058
2010/6/30,1.8956
2010/7/1,1.8765
2010/7/2,1.8215
2010/7/5,1.7923
2010/7/6,1.784
2010/7/7,1.7564
2010/7/8,1.6115
2010/7/9,1.3479
2010/7/12,1.3189
2010/7/13,1.2752
2010/7/14,1.1459
2010/7/15,1.0881
2010/7/16,1.0706
2010/7/19,1.0715
2010/7/20,1.1036
2010/7/21,1.1002
2010/7/22,1.0756
2010/7/23,1.0548
2010/7/26,1.0952
2010/7/27,1.0677
2010/7/28,1.0706
2010/7/29,1.0719
2010/7/30,1.0969
2010/8/2,1.0969
2010/8/3,1.0948
2010/8/4,1.0897
2010/8/5,1.0846
2010/8/6,1.0795
2010/8/9,1.0744
2010/8/10,1.0693
2010/8/11,1.0642
2010/8/12,1.0591
2010/8/13,1.0591
2010/8/16,1.0579
2010/8/17,1.0579
2010/8/18,1.0808
2010/8/19,1.1066
2010/8/20,1.1241
2010/8/23,1.1416
2010/8/24,1.162
2010/8/25,1.2066
2010/8/26,1.2966
2010/8/27,1.3978
2010/8/30,1.422
2010/8/31,1.4887
2010/9/1,1.5424
2010/9/2,1.45
2010/9/3,1.4486
2010/9/6,1.4423
2010/9/7,1.3759
2010/9/8,1.2413
2010/9/9,1.2301
2010/9/10,1.2168
2010/9/13,1.2064
2010/9/14,1.2235
2010/9/15,1.2943
2010/9/16,1.2835
2010/9/17,1.1451
2010/9/19,1.0777
2010/9/20,1.2693
2010/9/21,1.4316
2010/9/25,1.5218
2010/9/26,1.3982
2010/9/27,1.337
2010/9/28,1.4061
2010/9/29,1.3713
2010/9/30,1.4564
2010/10/8,1.3699
2010/10/9,1.3696
2010/10/11,1.308
2010/10/12,1.2772
2010/10/13,1.2755
2010/10/14,1.2584
2010/10/15,1.2322
2010/10/18,1.2343
2010/10/19,1.2326
2010/10/20,1.2355
2010/10/21,1.231
2010/10/22,1.2301
2010/10/25,1.2226
2010/10/26,1.168
2010/10/27,1.163
2010/10/28,1.1635
2010/10/29,1.2244
2010/11/1,1.2235
2010/11/2,1.219
2010/11/3,1.214
2010/11/4,1.1994
2010/11/5,1.1727
2010/11/8,1.169
2010/11/9,1.161
2010/11/10,1.151
2010/11/11,1.1522
2010/11/12,1.158
2010/11/15,1.2243
2010/11/16,1.283
2010/11/17,1.3614
2010/11/18,1.4351
2010/11/19,1.451
2010/11/22,1.5922
2010/11/23,1.6137
2010/11/24,1.5377
2010/11/25,1.5235
2010/11/26,1.5247
2010/11/29,1.5539
2010/11/30,1.7622
2010/12/1,1.8622
2010/12/2,1.8694
2010/12/3,1.6304
2010/12/6,1.5122
2010/12/7,1.618
2010/12/8,1.7301
2010/12/9,1.6414
2010/12/10,1.643
2010/12/13,1.6389
2010/12/14,1.6307
2010/12/15,1.648
2010/12/16,1.633
2010/12/17,1.6276
2010/12/20,1.7357
2010/12/21,1.9843
2010/12/22,2.1855
2010/12/23,2.8872
2010/12/24,3.2905
2010/12/27,3.4153
2010/12/28,3.5028
2010/12/29,3.6662
2010/12/30,4.007
2010/12/31,3.4291
2011/1/4,2.3582
2011/1/5,2.1074
2011/1/6,1.6078
2011/1/7,1.5474
2011/1/10,1.527
2011/1/11,1.497
2011/1/12,1.4795
2011/1/13,1.4327
2011/1/14,1.4387
2011/1/17,1.4428
2011/1/18,1.5141
2011/1/19,2.1445
2011/1/20,2.7607
2011/1/21,2.7766
2011/1/24,2.7732
2011/1/25,4.0366
2011/1/26,4.5932
2011/1/27,4.8321
2011/1/28,4.8316
2011/1/30,5.1157
2011/1/31,3.6311
2011/2/1,2.5188
2011/2/9,2.8533
2011/2/10,2.2055
2011/2/11,2.2147
2011/2/12,2.0697
2011/2/14,1.7847
2011/2/15,1.7847
2011/2/16,1.7755
2011/2/17,1.6614
2011/2/18,1.5822
2011/2/21,1.653
2011/2/22,1.4914
2011/2/23,1.4697
2011/2/24,1.7639
2011/2/25,2.1775
2011/2/28,1.853
2011/3/1,1.6622
2011/3/2,1.493
2011/3/3,1.4166
2011/3/4,1.368
2011/3/7,1.2605
2011/3/8,1.1664
2011/3/9,1.1622
2011/3/10,1.1539
2011/3/11,1.1605
2011/3/14,1.1622
2011/3/15,1.1551
2011/3/16,1.153
2011/3/17,1.1459
2011/3/18,1.1418
2011/3/21,1.3968
2011/3/22,1.3884
2011/3/23,1.3718
2011/3/24,1.3516
2011/3/25,1.3401
2011/3/28,1.2609
2011/3/29,1.2609
2011/3/30,1.2584
2011/3/31,1.2718
2011/4/1,1.2648
2011/4/2,1.2528
2011/4/6,1.2555
2011/4/7,1.2443
2011/4/8,1.2389
2011/4/11,1.2297
2011/4/12,1.2178
2011/4/13,1.2087
2011/4/14,1.2064
2011/4/15,1.2008
2011/4/18,1.2355
2011/4/19,1.2363
2011/4/20,1.2303
2011/4/21,2.1185
2011/4/22,1.8906
2011/4/25,1.6997
2011/4/26,1.6915
2011/4/27,1.3635
2011/4/28,1.3644
2011/4/29,1.8394
2011/5/3,1.8927
2011/5/4,1.8569
2011/5/5,1.4544
2011/5/6,1.454
2011/5/9,1.5802
2011/5/10,1.5702
2011/5/11,1.5608
2011/5/12,1.546
2011/5/13,1.5494
2011/5/16,1.551
2011/5/17,1.5594
2011/5/18,2.6094
2011/5/19,2.6769
2011/5/20,2.7752
2011/5/23,2.771
2011/5/24,3.009
2011/5/25,3.2702
2011/5/26,3.1243
2011/5/27,2.1158
2011/5/30,1.9727
2011/5/31,2.6193
2011/6/1,2.2703
2011/6/2,2.1697
2011/6/3,1.9311
2011/6/7,2.4228
2011/6/8,2.7576
2011/6/9,2.8174
2011/6/10,2.8483
2011/6/13,2.8341
2011/6/14,2.8158
2011/6/15,3.3194
2011/6/16,3.3273
2011/6/17,3.3166
2011/6/20,4.8016
2011/6/21,4.9841
2011/6/22,5.3166
2011/6/23,5.1791
2011/6/24,4.8968
2011/6/27,3.9583
2011/6/28,2.902
2011/6/29,2.8816
2011/6/30,2.8449
2011/7/1,2.5763
2011/7/4,2.2631
2011/7/5,2.7612
2011/7/6,2.7183
2011/7/7,2.5929
2011/7/8,2.6211
2011/7/11,2.4572
2011/7/12,1.9297
2011/7/13,2.4397
2011/7/14,3.3089
2011/7/15,2.9555
2011/7/18,2.7239
2011/7/19,3.5172
2011/7/20,3.8255
