Trddt,Yield
2011/7/21,4.508
2011/7/22,4.3839
2011/7/25,4.228
2011/7/26,3.7022
2011/7/27,3.2355
2011/7/28,2.7239
2011/7/29,2.5689
2011/8/1,2.1135
2011/8/2,1.8993
2011/8/3,1.9005
2011/8/4,1.9314
2011/8/5,1.9047
2011/8/8,1.8249
2011/8/9,1.8331
2011/8/10,2.1388
2011/8/11,1.8401
2011/8/12,1.8905
2011/8/15,1.9455
2011/8/16,2.0834
2011/8/17,2.0955
2011/8/18,2.5388
2011/8/19,2.7855
2011/8/22,3.1263
2011/8/23,3.3269
2011/8/24,2.8646
2011/8/25,2.434
2011/8/26,2.3198
2011/8/29,2.2613
2011/8/30,2.5271
2011/8/31,2.4501
2011/9/1,2.5155
2011/9/2,2.5771
2011/9/5,2.9855
2011/9/6,2.0938
2011/9/7,2.1509
2011/9/8,2.2021
2011/9/9,2.1371
2011/9/13,2.0488
2011/9/14,2.0538
2011/9/15,2.2896
2011/9/16,2.2863
2011/9/19,2.574
2011/9/20,2.8938
2011/9/21,2.8309
2011/9/22,2.6005
2011/9/23,2.3905
2011/9/26,2.1921
2011/9/27,3.1513
2011/9/28,3.088
2011/9/29,2.9684
2011/9/30,3.3085
2011/10/8,3.2764
2011/10/9,2.9802
2011/10/10,2.6077
2011/10/11,2.419
2011/10/12,2.2723
2011/10/13,2.2415
2011/10/14,2.1573
2011/10/17,2.0848
2011/10/18,2.1081
2011/10/19,2.1736
2011/10/20,2.2873
2011/10/21,2.3511
2011/10/24,2.3423
2011/10/25,2.6089
2011/10/26,3.0089
2011/10/27,3.0881
2011/10/28,3.4435
2011/10/31,3.3419
2011/11/1,2.6456
2011/11/2,2.4395
2011/11/3,2.4331
2011/11/4,2.4331
2011/11/7,2.4364
2011/11/8,2.4548
2011/11/9,2.4598
2011/11/10,2.4685
2011/11/11,2.1664
2011/11/14,2.2419
2011/11/15,2.2556
2011/11/16,2.2681
2011/11/17,2.4223
2011/11/18,2.5556
2011/11/21,2.5994
2011/11/22,2.8303
2011/11/23,2.9528
2011/11/24,2.9428
2011/11/25,3.0153
2011/11/28,2.7036
2011/11/29,2.4047
2011/11/30,2.4211
2011/12/1,1.9736
2011/12/2,1.9684
2011/12/5,1.8528
2011/12/6,1.8465
2011/12/7,1.8657
2011/12/8,1.8557
2011/12/9,1.8861
2011/12/12,1.9436
2011/12/13,1.9474
2011/12/14,1.9119
2011/12/15,1.9444
2011/12/16,1.8019
2011/12/19,1.8024
2011/12/20,1.8036
2011/12/21,1.8044
2011/12/22,1.8411
2011/12/23,1.8453
2011/12/26,1.9053
2011/12/27,1.9836
2011/12/28,2.3263
2011/12/29,2.3236
2011/12/30,2.3128
2011/12/31,2.8436
2012/1/4,2.3431
2012/1/5,2.8456
2012/1/6,2.8435
2012/1/9,2.8456
2012/1/10,2.5389
2012/1/11,2.0856
2012/1/12,2.3206
2012/1/13,2.7077
2012/1/16,3.0439
2012/1/17,4.2381
2012/1/18,5.0381
2012/1/19,3.5689
2012/1/20,2.1489
2012/1/21,2.1406
2012/1/29,1.9706
2012/1/30,1.6292
2012/1/31,1.7389
2012/2/1,1.7364
2012/2/2,1.7389
2012/2/3,1.6956
2012/2/6,1.5464
2012/2/7,1.5481
2012/2/8,1.5381
2012/2/9,1.5381
2012/2/10,1.6681
2012/2/13,1.6697
2012/2/14,1.9787
2012/2/15,1.9889
2012/2/16,2.5739
2012/2/17,3.0705
2012/2/20,3.0539
2012/2/21,3.1064
2012/2/22,2.9789
2012/2/23,3.0394
2012/2/24,2.8774
2012/2/27,2.0623
2012/2/28,1.7309
2012/2/29,1.6425
2012/3/1,1.5559
2012/3/2,1.5784
2012/3/5,1.4957
2012/3/6,1.3646
2012/3/7,1.3646
2012/3/8,1.3638
2012/3/9,1.358
2012/3/12,1.355
2012/3/13,1.4667
2012/3/14,1.4631
2012/3/15,1.5969
2012/3/16,1.6775
2012/3/19,1.6942
2012/3/20,1.7984
2012/3/21,1.847
2012/3/22,1.9975
2012/3/23,2.0117
2012/3/26,1.9834
2012/3/27,1.8475
2012/3/28,1.9342
2012/3/29,1.9
2012/3/30,1.9759
2012/3/31,1.9725
2012/4/1,1.9384
2012/4/5,2.3025
2012/4/6,2.528
2012/4/9,2.2117
2012/4/10,2.2938
2012/4/11,2.2967
2012/4/12,2.3467
2012/4/13,2.5708
2012/4/16,2.468
2012/4/17,2.1783
2012/4/18,2.1762
2012/4/19,2.3772
2012/4/20,2.578
2012/4/23,2.5047
2012/4/24,2.3942
2012/4/25,2.6437
2012/4/26,2.5838
2012/4/27,2.433
2012/4/28,1.9447
2012/5/2,1.9847
2012/5/3,2.103
2012/5/4,2.1054
2012/5/7,2.1105
2012/5/8,1.6163
2012/5/9,1.543
2012/5/10,1.5146
2012/5/11,1.5129
2012/5/14,1.1601
2012/5/15,1.1105
2012/5/16,1.0654
2012/5/17,1.0494
2012/5/18,1.0654
2012/5/21,1.0522
2012/5/22,1.0588
2012/5/23,1.083
2012/5/24,1.1213
2012/5/25,1.1396
2012/5/28,1.1497
2012/5/29,1.1422
2012/5/30,1.1438
2012/5/31,1.1168
2012/6/1,1.133
2012/6/4,1.1563
2012/6/5,1.2363
2012/6/6,1.4397
2012/6/7,1.6388
2012/6/8,1.6413
2012/6/11,1.5576
2012/6/12,1.6247
2012/6/13,1.7318
2012/6/14,1.7863
2012/6/15,1.7972
2012/6/18,1.7768
2012/6/19,1.9288
2012/6/20,2.2222
2012/6/21,2.5347
2012/6/25,2.5954
2012/6/26,2.8221
2012/6/27,2.4413
2012/6/28,2.4929
2012/6/29,2.5454
2012/7/2,2.5538
2012/7/3,2.1922
2012/7/4,1.5654
2012/7/5,1.5472
2012/7/6,1.2947
2012/7/9,1.2883
2012/7/10,1.2723
2012/7/11,1.2914
2012/7/12,1.3336
2012/7/13,1.4239
2012/7/16,1.402
2012/7/17,1.5771
2012/7/18,1.8788
2012/7/19,1.9304
2012/7/20,2.0717
2012/7/23,2.2722
2012/7/24,1.8964
2012/7/25,1.6259
2012/7/26,1.6047
2012/7/27,1.5446
2012/7/30,1.4729
2012/7/31,1.543
2012/8/1,1.5639
2012/8/2,1.4821
2012/8/3,1.448
2012/8/6,1.423
2012/8/7,1.4791
2012/8/8,1.4929
2012/8/9,1.5438
2012/8/10,1.6039
2012/8/13,1.3788
2012/8/14,1.6197
2012/8/15,2.0563
2012/8/16,2.0389
2012/8/17,2.1196
2012/8/20,2.2971
2012/8/21,2.4346
2012/8/22,2.0247
2012/8/23,1.9997
2012/8/24,1.643
2012/8/27,1.6422
2012/8/28,1.6448
2012/8/29,1.5438
2012/8/30,1.3284
2012/8/31,1.0103
2012/9/3,0.9947
2012/9/4,0.9521
2012/9/5,1.0821
2012/9/6,1.0683
2012/9/7,1.0699
2012/9/10,1.2438
2012/9/11,1.4439
2012/9/12,1.543
2012/9/13,1.6279
2012/9/14,1.6178
2012/9/17,1.6596
2012/9/18,1.8664
2012/9/19,2.4455
2012/9/20,2.9439
2012/9/21,3.2339
2012/9/24,3.3338
2012/9/25,3.4446
2012/9/26,1.9422
2012/9/27,1.9439
2012/9/28,1.6704
2012/9/29,2.4746
2012/10/8,2.9139
2012/10/9,2.5582
2012/10/10,1.8447
2012/10/11,1.6422
2012/10/12,1.6175
2012/10/15,1.2355
2012/10/16,1.4004
2012/10/17,1.4138
2012/10/18,1.3889
2012/10/19,1.3905
2012/10/22,1.4382
2012/10/23,1.5393
2012/10/24,1.958
2012/10/25,1.9038
2012/10/26,2.5096
2012/10/29,3.0538
2012/10/30,2.2531
2012/10/31,2.1497
2012/11/1,2.238
2012/11/2,2.1205
2012/11/5,2.1379
2012/11/6,1.9713
2012/11/7,2.0334
2012/11/8,2.0894
2012/11/9,2.183
2012/11/12,2.0868
2012/11/13,1.8846
2012/11/14,1.8621
2012/11/15,1.8421
2012/11/16,1.8421
2012/11/19,1.7186
2012/11/20,1.8068
2012/11/21,1.8688
2012/11/22,1.8797
2012/11/23,1.8172
2012/11/26,1.8639
2012/11/27,1.8755
2012/11/28,1.8797
2012/11/29,1.8295
2012/11/30,1.7179
2012/12/3,1.7227
2012/12/4,1.7147
2012/12/5,1.7646
2012/12/6,1.7545
2012/12/7,1.8149
2012/12/10,1.8137
2012/12/11,1.8547
2012/12/12,1.8647
2012/12/13,1.8793
2012/12/14,1.8606
2012/12/17,1.8606
2012/12/18,1.8846
2012/12/19,1.8321
2012/12/20,2.0426
2012/12/21,1.8247
2012/12/24,1.7047
2012/12/25,1.7047
2012/12/26,1.7076
2012/12/27,1.6971
2012/12/28,1.6906
2012/12/31,3.2706
2013/1/4,1.9617
2013/1/5,1.7086
2013/1/6,1.6036
2013/1/7,1.5575
2013/1/8,1.5496
2013/1/9,1.5116
2013/1/10,1.5127
2013/1/11,1.5086
2013/1/14,1.4827
2013/1/15,1.5096
2013/1/16,1.4257
2013/1/17,1.3336
2013/1/18,1.2336
2013/1/21,1.1626
2013/1/22,1.1316
2013/1/23,1.1456
2013/1/24,1.2711
2013/1/25,1.3076
2013/1/28,1.3046
2013/1/29,1.3046
2013/1/30,1.3046
2013/1/31,1.5146
2013/2/1,1.8792
2013/2/4,2.0377
2013/2/5,2.4546
2013/2/6,2.8006
2013/2/7,2.851
2013/2/8,1.9196
2013/2/16,1.1846
2013/2/17,1.1036
2013/2/18,1.0706
2013/2/19,1.074
2013/2/20,1.0845
2013/2/21,1.2227
2013/2/22,1.4046
2013/2/25,1.5407
2013/2/26,2.8447
2013/2/27,3.0866
2013/2/28,3.1656
2013/3/1,3.2906
2013/3/4,2.4481
2013/3/5,2.1727
2013/3/6,2.0127
2013/3/7,1.6407
2013/3/8,1.6227
2013/3/11,1.3862
2013/3/12,1.2497
2013/3/13,1.2267
2013/3/14,1.2117
2013/3/15,1.2486
2013/3/18,1.7386
2013/3/19,1.5127
2013/3/20,1.2657
2013/3/21,1.1726
2013/3/22,1.0917
2013/3/25,1.0187
2013/3/26,1.0587
2013/3/27,1.1757
2013/3/28,1.2347
2013/3/29,2.1686
2013/4/1,1.4762
2013/4/2,1.5036
2013/4/3,1.5776
2013/4/7,1.5177
2013/4/8,1.6654
2013/4/9,1.6247
2013/4/10,1.6082
2013/4/11,1.5516
2013/4/12,1.5085
2013/4/15,1.538
2013/4/16,1.5016
2013/4/17,1.4985
2013/4/18,1.6926
2013/4/19,1.9877
2013/4/22,2.1216
2013/4/23,2.4546
2013/4/24,2.7274
2013/4/25,2.9574
2013/4/26,1.6664
2013/4/27,1.6824
2013/4/28,1.6764
2013/5/2,1.6464
2013/5/3,1.8464
2013/5/6,1.8264
2013/5/7,1.5064
2013/5/8,1.4564
2013/5/9,1.5564
2013/5/10,1.5864
2013/5/13,1.6037
2013/5/14,1.6864
2013/5/15,1.6909
2013/5/16,2.1484
2013/5/17,2.2903
2013/5/20,2.4034
2013/5/21,2.8064
2013/5/22,2.8704
2013/5/23,2.9274
2013/5/24,2.7504
2013/5/27,2.8064
2013/5/28,2.5964
2013/5/29,2.2964
2013/5/30,2.6364
2013/5/31,3.7474
2013/6/3,3.8154
2013/6/4,3.7334
2013/6/5,3.8394
2013/6/6,5.1984
2013/6/7,7.5104
2013/6/8,8.4974
2013/6/9,6.2064
2013/6/13,5.2074
2013/6/14,5.4844
2013/6/17,3.3294
2013/6/18,4.1124
2013/6/19,6.1764
2013/6/20,11.9604
2013/6/21,7.0084
2013/6/24,5.0054
2013/6/25,4.2524
2013/6/26,4.0694
2013/6/27,4.0774
2013/6/28,3.4574
2013/7/1,2.9724
2013/7/2,2.6024
2013/7/3,2.5164
2013/7/4,2.4644
2013/7/5,2.4964
2013/7/8,2.4724
2013/7/9,2.4654
2013/7/10,2.5674
2013/7/11,2.7711
2013/7/12,2.8164
2013/7/15,2.8162
2013/7/16,2.5294
2013/7/17,2.4844
2013/7/18,2.5144
2013/7/19,2.5264
2013/7/22,2.5899
2013/7/23,2.6219
2013/7/24,2.7164
2013/7/25,2.8359
2013/7/26,2.9362
2013/7/29,3.0127
2013/7/30,2.9506
2013/7/31,2.9587
2013/8/1,2.8087
2013/8/2,2.5136
2013/8/5,2.3596
2013/8/6,2.3596
2013/8/7,2.3602
2013/8/8,2.4237
2013/8/9,2.1737
2013/8/12,2.2241
2013/8/13,2.485
2013/8/14,2.6946
2013/8/15,2.5426
2013/8/16,2.4687
2013/8/19,2.6627
2013/8/20,3.1137
2013/8/21,2.7766
2013/8/22,2.6167
2013/8/23,2.5247
2013/8/26,2.2966
2013/8/27,2.2657
2013/8/28,2.3577
2013/8/29,2.2167
2013/8/30,2.2936
2013/9/2,2.2785
2013/9/3,2.2603
2013/9/4,2.2647
2013/9/5,2.1497
2013/9/6,2.2097
2013/9/9,2.1797
2013/9/10,2.1551
2013/9/11,2.2736
2013/9/12,2.2267
2013/9/13,2.2387
2013/9/16,2.2676
2013/9/17,2.6527
2013/9/18,2.7167
2013/9/22,2.7327
2013/9/23,2.9746
2013/9/24,2.7741
2013/9/25,2.5066
2013/9/26,2.2717
2013/9/27,2.3073
2013/9/29,2.3096
2013/9/30,2.2857
2013/10/8,2.2116
2013/10/9,2.3916
2013/10/10,2.4876
2013/10/11,2.2596
2013/10/12,2.1867
2013/10/14,2.2727
2013/10/15,2.2766
2013/10/16,2.2146
2013/10/17,2.1976
2013/10/18,2.1607
2013/10/21,2.2197
2013/10/22,2.2116
2013/10/23,2.9897
2013/10/24,3.2977
2013/10/25,3.4767
2013/10/28,3.5436
2013/10/29,3.5557
2013/10/30,3.9397
2013/10/31,3.2996
2013/11/1,3.1979
2013/11/4,3.0568
2013/11/5,2.8744
2013/11/6,2.6196
2013/11/7,2.6897
2013/11/8,2.7206
2013/11/11,2.5596
2013/11/12,2.4387
2013/11/13,2.4957
2013/11/14,3.3477
2013/11/15,3.6137
2013/11/18,3.6727
2013/11/19,3.2347
2013/11/20,3.2167
2013/11/21,3.0487
2013/11/22,3.0587
2013/11/25,3.0067
2013/11/26,2.9057
2013/11/27,2.9237
2013/11/28,2.9057
2013/11/29,2.8857
2013/12/2,2.9077
2013/12/3,2.8847
2013/12/4,2.8832
2013/12/5,2.8627
2013/12/6,2.8597
2013/12/9,2.7797
2013/12/10,2.7797
2013/12/11,2.7317
2013/12/12,2.6817
2013/12/13,2.6538
2013/12/16,2.6687
2013/12/17,2.6917
2013/12/18,2.8097
2013/12/19,2.8677
2013/12/20,2.9487
2013/12/23,3.2367
2013/12/24,2.8667
2013/12/25,2.7717
2013/12/26,2.7227
2013/12/27,2.2347
2013/12/30,1.9267
2013/12/31,1.8697
2014/1/2,2.0697
2014/1/3,2.0447
2014/1/6,1.9587
2014/1/7,1.9587
2014/1/8,1.9587
2014/1/9,1.9587
2014/1/10,1.9587
2014/1/13,1.9587
2014/1/14,1.9602
2014/1/15,1.972
2014/1/16,1.993
2014/1/17,2.0377
2014/1/20,2.6087
2014/1/21,2.3617
2014/1/22,2.3967
2014/1/23,2.4207
2014/1/24,2.44
2014/1/26,3.1207
2014/1/27,3.2547
2014/1/28,3.5684
2014/1/29,3.5207
2014/1/30,3.1557
2014/2/7,2.9907
2014/2/8,2.9707
2014/2/10,3.0242
2014/2/11,2.8577
2014/2/12,2.7457
2014/2/13,2.2897
2014/2/14,1.8487
2014/2/17,1.6217
2014/2/18,1.3907
2014/2/19,1.1137
2014/2/20,0.6917
2014/2/21,0.4747
2014/2/24,0.4107
2014/2/25,0.5307
2014/2/26,0.5607
2014/2/27,0.5607
2014/2/28,0.7565
2014/3/3,1.0957
2014/3/4,1.0937
2014/3/5,1.1007
2014/3/6,1.0654
2014/3/7,1.0055
2014/3/10,0.9797
2014/3/11,0.9797
2014/3/12,1.0067
2014/3/13,1.0667
2014/3/14,0.9832
2014/3/17,0.9757
2014/3/18,1.1567
2014/3/19,1.9092
2014/3/20,2.1177
2014/3/21,1.6067
2014/3/24,1.6067
2014/3/25,1.6067
2014/3/26,1.6267
2014/3/27,1.7647
2014/3/28,1.7967
2014/3/31,1.8467
2014/4/1,1.9127
2014/4/2,1.9967
2014/4/3,1.9967
2014/4/4,1.8097
2014/4/8,1.7597
2014/4/9,1.7867
2014/4/10,1.7867
2014/4/11,1.7967
2014/4/14,1.6957
2014/4/15,1.5257
2014/4/16,1.3947
2014/4/17,1.2777
2014/4/18,1.1767
2014/4/21,1.1567
2014/4/22,1.1029
2014/4/23,1.1397
2014/4/24,1.4797
2014/4/25,1.4867
2014/4/28,1.5827
2014/4/29,1.7807
2014/4/30,1.6767
2014/5/4,1.5767
2014/5/5,1.5467
2014/5/6,1.5467
2014/5/7,1.5467
2014/5/8,1.4067
2014/5/9,1.3972
2014/5/12,1.3902
2014/5/13,1.5267
2014/5/14,1.5433
2014/5/15,1.5267
2014/5/16,1.5467
2014/5/19,1.5727
2014/5/20,1.6037
2014/5/21,1.6047
2014/5/22,1.5867
2014/5/23,1.6067
2014/5/26,1.5792
2014/5/27,1.6177
2014/5/28,1.5867
2014/5/29,1.5867
2014/5/30,1.6467
2014/6/3,1.5977
2014/6/4,1.6377
2014/6/5,1.6827
2014/6/6,1.6875
2014/6/9,1.7067
2014/6/10,1.6967
2014/6/11,1.7187
2014/6/12,1.7237
2014/6/13,1.7267
2014/6/16,1.7267
2014/6/17,1.7267
2014/6/18,1.7657
2014/6/19,1.8247
2014/6/20,1.8857
2014/6/23,1.8817
2014/6/24,2.0977
2014/6/25,2.1217
2014/6/26,2.1007
2014/6/27,2.0117
2014/6/30,2.0397
2014/7/1,2.1437
2014/7/2,2.1467
2014/7/3,2.0867
2014/7/4,2.0667
2014/7/7,2.0787
2014/7/8,2.3797
2014/7/9,2.4777
2014/7/10,2.4267
2014/7/11,2.4117
2014/7/14,2.3817
2014/7/15,2.3447
2014/7/16,2.3739
2014/7/17,2.3732
2014/7/18,2.3717
2014/7/21,2.4447
2014/7/22,2.3797
2014/7/23,2.4217
2014/7/24,2.4397
2014/7/25,2.4947
2014/7/28,2.5007
2014/7/29,2.497
2014/7/30,2.5469
2014/7/31,2.5507
2014/8/1,2.5927
2014/8/4,2.5787
2014/8/5,2.5417
2014/8/6,2.4477
2014/8/7,2.4367
2014/8/8,2.3977
2014/8/11,2.3517
2014/8/12,2.3127
2014/8/13,2.2887
2014/8/14,2.2847
2014/8/15,2.2857
2014/8/18,2.2547
2014/8/19,2.2317
2014/8/20,2.2297
2014/8/21,2.2447
2014/8/22,2.2397
2014/8/25,2.2877
2014/8/26,2.3197
2014/8/27,2.3877
2014/8/28,2.4027
2014/8/29,2.4347
2014/9/1,2.4327
2014/9/2,2.3737
2014/9/3,2.3507
2014/9/4,2.3417
2014/9/5,2.3337
2014/9/9,2.3427
2014/9/10,2.3657
2014/9/11,2.3857
2014/9/12,2.3797
2014/9/15,2.3777
2014/9/16,2.4297
2014/9/17,2.4237
2014/9/18,2.4177
2014/9/19,2.4167
2014/9/22,2.3737
2014/9/23,2.2927
2014/9/24,2.2677
2014/9/25,2.2537
2014/9/26,2.2847
2014/9/28,2.2647
2014/9/29,2.1497
2014/9/30,2.1392
2014/10/8,2.1467
2014/10/9,2.169
2014/10/10,2.1732
2014/10/11,2.1507
2014/10/13,2.2327
2014/10/14,2.2347
2014/10/15,2.1947
2014/10/16,2.1707
2014/10/17,2.1577
2014/10/20,2.1247
2014/10/21,2.1117
2014/10/22,2.1157
2014/10/23,2.1197
2014/10/24,2.1419
2014/10/27,2.1419
2014/10/28,2.1207
2014/10/29,2.1177
2014/10/30,2.1237
2014/10/31,2.1287
2014/11/3,2.1177
2014/11/4,2.1117
2014/11/5,2.1117
2014/11/6,2.1277
2014/11/7,2.1387
2014/11/10,2.1087
2014/11/11,2.0627
2014/11/12,2.0527
2014/11/13,2.0427
2014/11/14,2.0557
2014/11/17,2.0787
2014/11/18,2.0727
2014/11/19,2.0737
2014/11/20,2.1087
2014/11/21,2.1557
2014/11/24,2.1237
2014/11/25,2.1287
2014/11/26,2.1427
2014/11/27,2.1537
2014/11/28,2.1777
2014/12/1,2.2157
2014/12/2,2.2127
2014/12/3,2.2037
2014/12/4,2.2017
2014/12/5,2.1977
2014/12/8,2.2107
2014/12/9,2.3597
2014/12/10,2.3757
2014/12/11,2.3787
2014/12/12,2.3837
2014/12/15,2.3837
2014/12/16,2.3837
2014/12/17,2.4817
2014/12/18,2.8457
2014/12/19,2.9717
2014/12/22,3.0677
2014/12/23,3.0327
2014/12/24,2.9717
2014/12/25,2.9147
2014/12/26,2.8517
2014/12/29,2.7807
2014/12/30,2.7457
2014/12/31,2.7937
2015/1/4,2.9057
2015/1/5,2.6867
2015/1/6,2.2977
2015/1/7,2.2977
2015/1/8,2.2467
2015/1/9,2.2467
2015/1/12,2.1947
2015/1/13,2.1747
2015/1/14,2.1437
2015/1/15,2.1387
2015/1/16,2.1407
2015/1/19,2.1477
2015/1/20,2.1747
2015/1/21,2.1957
2015/1/22,2.1787
2015/1/23,2.1357
2015/1/26,2.0957
2015/1/27,2.0817
2015/1/28,2.0977
2015/1/29,2.1727
2015/1/30,2.2207
2015/2/2,2.2967
2015/2/3,2.3621
2015/2/4,2.3807
2015/2/5,2.2737
2015/2/6,2.2637
2015/2/9,2.2197
2015/2/10,2.2597
2015/2/11,2.3397
2015/2/12,2.4657
2015/2/13,2.4987
2015/2/15,2.5827
2015/2/16,2.5897
2015/2/17,2.8077
2015/2/25,2.7357
2015/2/26,2.7057
2015/2/27,2.7257
2015/2/28,2.7257
2015/3/2,2.7377
2015/3/3,2.7347
2015/3/4,2.7307
2015/3/5,2.7177
2015/3/6,2.7007
2015/3/9,2.6657
2015/3/10,2.6347
2015/3/11,2.6317
2015/3/12,2.7491
2015/3/13,2.7207
2015/3/16,2.6877
2015/3/17,2.6607
2015/3/18,2.6537
2015/3/19,2.6167
2015/3/20,2.5787
2015/3/23,2.5017
2015/3/24,2.5027
2015/3/25,2.4947
2015/3/26,2.5007
2015/3/27,2.4907
2015/3/30,2.4877
2015/3/31,2.4677
2015/4/1,2.3717
2015/4/2,2.2797
2015/4/3,2.1717
2015/4/7,2.0507
2015/4/8,2.0177
2015/4/9,1.9337
2015/4/10,1.8237
2015/4/13,1.7397
2015/4/14,1.7067
2015/4/15,1.7067
2015/4/16,1.7877
2015/4/17,1.8577
2015/4/20,1.6767
2015/4/21,1.5917
2015/4/22,1.5387
2015/4/23,1.4977
2015/4/24,1.4407
2015/4/27,1.3957
2015/4/28,1.3487
2015/4/29,1.3287
2015/4/30,1.2797
2015/5/4,1.2087
2015/5/5,1.1537
2015/5/6,1.1127
2015/5/7,1.1127
2015/5/8,1.1127
2015/5/11,1.0147
2015/5/12,0.9597
2015/5/13,0.9167
2015/5/14,0.8517
2015/5/15,0.7477
2015/5/18,0.7217
2015/5/19,0.7027
2015/5/20,0.7017
2015/5/21,0.7027
2015/5/22,0.7067
2015/5/25,0.7087
2015/5/26,0.7097
2015/5/27,0.7097
2015/5/28,0.7127
2015/5/29,0.8184
2015/6/1,0.8063
2015/6/2,0.8134
2015/6/3,0.8184
2015/6/4,0.8263
2015/6/5,0.8303
2015/6/8,0.8403
2015/6/9,0.8504
2015/6/10,0.5964
2015/6/11,0.6033
2015/6/12,0.6173
2015/6/15,0.6344
2015/6/16,0.6443
2015/6/17,0.6643
2015/6/18,0.8454
2015/6/19,0.9104
2015/6/23,0.9384
2015/6/24,1.1314
2015/6/25,1.1503
2015/6/26,1.1503
2015/6/29,1.1334
2015/6/30,1.0503
2015/7/1,0.9564
2015/7/2,0.9542
2015/7/3,0.9524
2015/7/6,0.9603
2015/7/7,0.9693
2015/7/8,0.9804
2015/7/9,0.9914
2015/7/10,1.0034
2015/7/13,1.0173
2015/7/14,1.0314
2015/7/15,1.0383
2015/7/16,1.0563
2015/7/17,1.0754
2015/7/20,0.9834
2015/7/21,0.9974
2015/7/22,1.0164
2015/7/23,1.0254
2015/7/24,1.0304
2015/7/27,1.0674
2015/7/28,1.0814
2015/7/29,1.0204
2015/7/30,0.9414
2015/7/31,0.8634
2015/8/3,0.8814
2015/8/4,0.8904
2015/8/5,0.9014
2015/8/6,0.9104
2015/8/7,0.9224
2015/8/10,0.9504
2015/8/11,0.9794
2015/8/12,1.0074
2015/8/13,1.0344
2015/8/14,1.0604
2015/8/17,1.0944
2015/8/18,1.1384
2015/8/19,1.1814
2015/8/20,1.2234
2015/8/21,1.2404
2015/8/24,1.2594
2015/8/25,1.2724
2015/8/26,1.1794
2015/8/27,1.2324
2015/8/28,1.2474
2015/8/31,1.6068
2015/9/1,1.6268
2015/9/2,1.8368
2015/9/6,1.7068
2015/9/7,1.7098
2015/9/8,1.7028
2015/9/9,1.6018
2015/9/10,1.5048
2015/9/11,1.4059
2015/9/14,1.4048
2015/9/15,1.4048
2015/9/16,1.4058
2015/9/17,1.4048
2015/9/18,1.4058
2015/9/21,1.4068
2015/9/22,1.4138
2015/9/23,1.4138
2015/9/24,1.4148
2015/9/25,1.4128
2015/9/28,1.4158
2015/9/29,1.4128
2015/9/30,1.4948
2015/10/8,1.5648
2015/10/9,1.5618
2015/10/10,1.5598
2015/10/12,1.5578
2015/10/13,1.5558
2015/10/14,1.5558
2015/10/15,1.5568
2015/10/16,1.5548
2015/10/19,1.5578
2015/10/20,1.5588
2015/10/21,1.5608
2015/10/22,1.5598
2015/10/23,1.5648
2015/10/26,1.4958
2015/10/27,1.4958
2015/10/28,1.4918
2015/10/29,1.4938
2015/10/30,1.4938
2015/11/2,1.4888
2015/11/3,1.4878
2015/11/4,1.4858
2015/11/5,1.4828
2015/11/6,1.4828
2015/11/9,1.4818
2015/11/10,1.4788
2015/11/11,1.4778
2015/11/12,1.5778
2015/11/13,1.5798
2015/11/16,1.5778
2015/11/17,1.5758
2015/11/18,1.5748
2015/11/19,1.5788
2015/11/20,1.5778
2015/11/23,1.5788
2015/11/24,1.5788
2015/11/25,1.5788
2015/11/26,1.5788
2015/11/27,1.5798
2015/11/30,1.5818
2015/12/1,1.5818
2015/12/2,1.5798
2015/12/3,1.6298
2015/12/4,1.638
2015/12/7,1.641
2015/12/8,1.647
2015/12/9,1.646
2015/12/10,1.647
2015/12/11,1.648
2015/12/14,1.646
2015/12/15,1.646
2015/12/16,1.648
2015/12/17,1.651
2015/12/18,1.674
2015/12/21,1.701
2015/12/22,1.733
2015/12/23,1.761
2015/12/24,1.761
2015/12/25,1.771
2015/12/28,1.781
2015/12/29,1.777
2015/12/30,1.777
2015/12/31,1.777
2016/1/4,1.927
2016/1/5,2.027
2016/1/6,2.009
2016/1/7,1.955
2016/1/8,1.947
2016/1/11,1.94
2016/1/12,1.9
2016/1/13,1.9
2016/1/14,1.9
2016/1/15,1.876
2016/1/18,1.874
2016/1/19,1.974
2016/1/20,2.074
2016/1/21,2.1335
2016/1/22,2.1475
2016/1/25,2.1285
2016/1/26,2.1165
2016/1/27,2.1145
2016/1/28,2.1115
2016/1/29,2.1085
2016/2/1,2.0765
2016/2/2,2.0435
2016/2/3,1.9825
2016/2/4,1.8825
2016/2/5,1.7825
2016/2/6,1.8795
2016/2/14,1.6765
2016/2/15,1.6755
2016/2/16,1.6725
2016/2/17,1.6665
2016/2/18,1.6495
2016/2/19,1.6365
2016/2/22,1.6325
2016/2/23,1.7325
2016/2/24,1.7555
2016/2/25,1.8035
2016/2/26,1.8475
2016/2/29,1.8065
2016/3/1,1.7675
2016/3/2,1.7115
2016/3/3,1.7065
2016/3/4,1.6995
2016/3/7,1.7005
2016/3/8,1.6995
2016/3/9,1.6995
2016/3/10,1.6965
2016/3/11,1.7791
2016/3/14,1.7831
2016/3/15,1.7871
2016/3/16,1.7401
2016/3/17,1.7401
2016/3/18,1.8601
2016/3/21,1.7597
2016/3/22,1.8097
2016/3/23,1.8597
2016/3/24,1.9397
2016/3/25,1.9337
2016/3/28,1.9367
2016/3/29,1.9007
